text,label,text_seg
vcl trông như cac. Quả fb thì trai alime lỏ đúng mấy th ranh cấp 3. Trông đã như cac còn fan mực dốt,2,vcl trông như cac . Quả fb thì trai alime lỏ đúng mấy th ranh cấp 3 . Trông đã như cac còn fan_mực dốt
Trọng tài quốc tế mà tầm nhìn thấp kém.,1,Trọng_tài quốc_tế mà tầm nhìn thấp_kém .
Lộc đến từ cao lãnh😂,0,Lộc đến từ cao lãnh_😂
đóm tật,1,đóm_tật
"xe vi phạm thì cũng là ts của người dân bạn ơi. Giữ xe chỉ là hình phạt thôi, chưa kể giữ có thu phí thì mọi hư hao, mất mát ... đều phải bồi thường theo luật dân sự. Có điều trong trường hợp này thì hầu như việc bồi thường rất ít, hầu như không có.",0,"xe vi_phạm thì cũng là ts của người_dân bạn ơi . Giữ xe chỉ là hình_phạt thôi , chưa kể giữ có thu phí thì mọi hư_hao , mất_mát .. đều phải bồi_thường theo luật dân_sự . Có_điều trong trường_hợp này thì hầu_như việc bồi_thường rất ít , hầu_như không có ."
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",1,"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ"
"ngu vậy , đọc và hiểu đi",1,"ngu vậy , đọc và hiểu đi"
"nghèo khổ có giúp  gì được  người  ta k mà đào mồ cuốc mả hộ vậy? ác nghiệp ,khẩu nghiệp mày",2,"nghèo_khổ có giúp gì được người ta k mà đào mồ_cuốc mả hộ vậy ? ác_nghiệp , khẩu_nghiệp mày"
Rên ác=)),0,Rên ác =))
"Ai đúng ai sai, kết cuộc sẽ rõ. Mọi người nhìn sự việc theo quan điểm riêng của mình, không hẳn là khách quan! Hãy đợi xem sao?",0,"Ai đúng ai sai , kết_cuộc sẽ rõ . Mọi người nhìn sự_việc theo quan_điểm riêng của mình , không hẳn là khách_quan ! Hãy đợi xem sao ?"
e hông hiệu e hông hiệu .,0,e hông_hiệu e hông_hiệu .
Chỉ sợ thứ óc chó ngu hết phần chó như này,2,Chỉ sợ thứ_óc chó ngu hết phần chó như này
nam kì rẻ rách,2,nam_kì rẻ rách
Lại Hợp Sâm clm đến v thì /ff,1,Lại Hợp_Sâm clm đến v thì / ff
chính idol m đang viết cmt cay cú ngay trong bài viết của Viruss kia kìa. Vào mà xem cách viết văn củ chuối của idol m xem có hành xử hợp lí k,0,chính idol m đang viết cmt cay cú ngay trong bài viết của Viruss kia kìa . Vào mà xem cách viết văn_củ chuối của idol m xem có hành_xử hợp_lí k
"Ghê, chảnh choẹ",1,"Ghê , chảnh chọe"
Nge hay mà,0,Nge hay mà
Ăn gì con cúng cho ạ,0,Ăn gì con cúng cho ạ
Chinh la no :)),0,Chinh_la no :))
"Rách không bao , giờ đạo nhạc",1,"Rách không bao , giờ đạo_nhạc"
Dat Nguyen đôi lúc cũng có bài k hay chứ chẳng lẽ hay hết 🙄,0,Dat Nguyen đôi_lúc cũng có bài k hay chứ chẳng_lẽ hay hết 🙄
chơi game mà cứ bị đ1t vào tai,1,chơi game mà cứ bị đ1t vào tai
Một điếu thuốc lào nâng cao sĩ diện,0,Một điếu thuốc_lào nâng cao_sĩ diện
MCVMedia  may dung co so sanh lisa tui  do di cho,2,MCVMedia may_dung co so_sanh lisa tui do di cho
"Sao mày ngu thế mày giỏi mày đi kêu gọi mn xem người ta có góp cho mày k. Mày thấy làm mệt quá à. Người ta có tiền thì góp tiền, có sức góp sức. Còn mày cảm thấy bất công quá thì nghỉ con mẹ mày đi làm từ thiện đi. Làm từ thiện mà lại so sánh thiệt hơn so so cái cc. Mày tưởng mày bê được mấy cái thùng mì tôm là mày to à",2,"Sao mày ngu thế mày giỏi mày đi kêu_gọi mn xem người ta có góp cho mày k . Mày thấy làm mệt quá à . Người_ta có tiền thì góp tiền , có sức góp sức . Còn mày cảm_thấy bất_công quá thì nghỉ con mẹ mày đi làm từ_thiện đi . Làm từ_thiện mà_lại so_sánh thiệt hơn so so cái cc . Mày tưởng mày bê được mấy cái thùng mì tôm là mày to à"
vừa đẹp vừa lớn mà ngu fan jack bỏ con cmm,2,vừa đẹp vừa lớn mà ngu fan jack bỏ con cmm
Sbtc levi,0,Sbtc levi
cẩn thận bị gạ đ** haizz,1,cẩn_thận bị gạ đ * * haizz
đúng r.. Rách hiền quá ạ. thương rách ăn cháo nuốt bát,1,đúng r .. Rách_hiền quá ạ . thương_rách ăn_cháo nuốt_bát
"Ko lẻ bất cứ nước nào nhận lao động nước ngoài thì nước đó trình độ kém?? Ngu vl. Ngành luyện kim: mổi cty mở ra đều đưa nhân viên ra nước ngoài thực tập( chủ yếu ở Trung Quốc), vì chuyên môn yếu với lại thiếu chuyên cần, bất cẩn. Các nhà thầu TQ hầu n",1,"Ko_lẻ bất_cứ nước nào nhận lao_động nước_ngoài thì nước đó trình_độ kém ? ? Ngu_vl . Ngành luyện_kim : mổi cty mở ra đều đưa nhân_viên ra nước_ngoài thực_tập ( chủ_yếu ở Trung_Quốc ) , vì chuyên_môn yếu với_lại thiếu chuyên_cần , bất_cẩn . Các nhà_thầu TQ hầu_n"
"cái live rách của m t treo để chửi chứ còn đâu nó delay time, m vừa vào 4p che map chắc t xem dc của mày =))) đánh cái rank bk trình đéo có, team nó gánh cho từ đầu đến cuối chắc tự hào",1,"cái live rách của m t treo để chửi chứ còn đâu nó delay time , m vừa vào 4 p che map chắc t xem dc của mày =)) đánh cái rank bk_trình đéo có , team nó gánh cho từ đầu đến cuối chắc tự_hào"
"Tu cái miệng lại đi,cái miệng mở ra thúi như cái ống cống vậy",1,"Tu cái miệng lại đi , cái miệng mở ra thúi như cái ống cống vậy"
Nguyễn Quang Minh d.c.m đây,1,Nguyễn_Quang_Minh_d . c . m đây
thằng này nó bị đần à hay thiểu năng vậy ae,2,thằng này nó bị đần à hay thiểu_năng vậy ae
**ủa alo** chs gì điếm z ông **duma**,1,* * ủa alo * * chs gì điếm z ông * * duma * *
người làm việc cho nhà nước dúi tiền vào tay là nhận hả. Đất nước phải có CSGT là đúng nhưng ng ta hối lộ mà nhận là sai nhe. Giờ hok lẽ dúi tiền vào tay kêu phản động chống phá phản quốc cũng làm theo hay sao,0,người làm_việc cho nhà_nước dúi tiền vào tay là nhận hả . Đất_nước phải có CSGT là đúng nhưng ng ta hối_lộ mà nhận là sai_nhe . Giờ hok_lẽ dúi tiền vào tay kêu phản_động chống_phá phản_quốc cũng làm theo hay sao
Mày có mắt ko thằng mù kia,1,Mày có mắt ko thằng mù kia
Vô cùng thuyết phục,0,Vô_cùng thuyết_phục
giỏi sang hẳn nhà mà nch. 1 lũ ngu sáng đít,2,giỏi sang hẳn nhà mà nch . 1 lũ ngu sáng đít
Ditme mặt thầy cũng thần thái vãi l*n :)),2,Ditme mặt thầy cũng thần_thái vãi l * n :))
:)))) bố cái thằng ranh 2k rồi nói tao cũng 2k giống nhỏ. ở ngoài khéo kêu tao bằng cha luôn chứ chú gì. lệch lệch tao vả cho cắm đầu vào cứt,2,:)) bố cái thằng ranh 2 k rồi nói tao cũng 2 k giống nhỏ . ở ngoài khéo kêu tao bằng cha luôn chứ chú gì . lệch lệch tao_vả cho cắm_đầu vào cứt
tao đã nói tao fan nó chưa m lại hài vl mở miệng ra là đã nguu Tao binh con nhỏ cmt tao đã bênh nó chưa :)) m gắn cái não vào rồi cmt,1,tao đã nói tao fan nó chưa m lại hài_vl mở_miệng ra là đã nguu Tao_binh con_nhỏ cmt tao đã bênh nó chưa :)) m gắn cái não vào rồi cmt
Bat may than nay kg lo lo bat xe kg,0,Bat may than nay kg lo lo bat xe kg
Kiim Synk's đú trend nè🤣,0,Kiim Synk's_đú trend nè 🤣
ô k ở cmt mấy đoạn đầu thì sao mà biết ai hỏi hay k hả ô?,0,ô k ở cmt mấy đoạn đầu thì sao mà biết ai hỏi hay k hả ô ?
"30 tuổi mà suy nghĩ nó đần như thế thì về dúc nách mẹ đi chứ, cả lò nhà m nữa",2,"30 tuổi mà suy_nghĩ nó đần như thế thì về dúc nách mẹ đi chứ , cả lò nhà m nữa"
Phá kẻ đó ae,0,Phá kẻ đó ae
xin lỗi tụi bay chết kệ bà tụi bây tụi tao kiểm tra có cái cục cức gì đâu ( tao biết đó là thứ gì ),2,xin_lỗi tụi bay chết kệ bà tụi bây tụi tao kiểm_tra có cái cục cức gì đâu ( tao biết đó là thứ gì )
Diện Trần óc choá thật.,2,Diện Trần_óc chóa thật .
th đần,2,th đần
nó rên làm t đứng ngồi không yên luôn mà :(((,0,nó rên làm t đứng ngồi không yên luôn mà : ( (
đất nước ngày một thối nát,1,đất_nước ngày_một thối nát
CHỉ cần rửa tay và ở yên trong nhà :),0,CHỉ cần rửa tay và ở yên trong nhà :)
Đời má thật,0,Đời má thật
thằng mực nó như nào thì bao người biết và nói rồi :))) m nịnh dái bênh được thì đủ hiểu cái hạng người như m cũng vậy thôi =))),1,thằng mực nó như nào thì bao người biết và nói rồi :)) m nịnh dái_bênh được thì đủ hiểu cái hạng người như m cũng vậy thôi =))
người dân vũ hán sẽ nhớ mãi tên bác,0,người_dân vũ_hán sẽ nhớ mãi tên bác
Có mắt như mù đcm,1,Có mắt như mù đcm
Tao mà gặp mày tao kêu ae tao đập vào cái mặt ngu của mầy đó thằng trọng tài,2,Tao mà gặp mày tao kêu ae tao đập vào cái mặt ngu của mầy đó thằng trọng_tài
"Tunal Tuấn nó là ruồi chỉ biết phát sáng ở đít thoi, chứ trong đầu có gì đâu mà ông khuyên nó thế làm gì =)))",1,"Tunal Tuấn nó là ruồi chỉ biết phát sáng ở đít_thoi , chứ trong đầu có gì đâu mà ông khuyên nó thế làm gì =))"
Mọi sự chủ quan đều có sự trả giá hết,0,Mọi sự chủ_quan đều có sự trả_giá hết
xin vid với bạn ơi,0,xin vid với bạn ơi
sao tạo hóa lại tạo ra 1 thằng như m nhỉ. Cá nhân m làm mất hết mặt cộng đồng đập đớ r =)),2,sao tạo hóa lại tạo ra 1 thằng như m nhỉ . Cá_nhân m làm mất hết mặt cộng_đồng đập đớ r =))
Anh Minh đú ít thôi chậm cặc,1,Anh Minh_đú ít thôi chậm cặc
"Bọn nó là lũ cướp, mà có thằng nào cướp xong lại đền không",1,"Bọn nó là lũ cướp , mà có thằng nào cướp xong lại đền không"
Mày đủ tuổi ko thằng lol này sủa ngu thế,2,Mày đủ tuổi ko thằng lol này sủa ngu thế
Dân bầu sai lãnh đạo thì chẳng lẽ là lãnh đạo sai ?,1,Dân bầu sai lãnh_đạo thì chẳng_lẽ là lãnh_đạo sai ?
mấy này bắt dc phải chặt tay nó ra,1,mấy này bắt dc phải chặt tay nó ra
"Cố lên nào, thà bỏ con chứ không bao giờ bỏ qua chiện này.",0,"Cố lên nào , thà bỏ con chứ không bao_giờ bỏ_qua chiện này ."
làm việc theo luật pháp chứ đéo phải đăng bài lên đâu ngon thì văn bản chứng từ gửi cho hai bên sau đó lên cơ quan giải quyết dm lũ ruồi chỉ biết phát sáng ở đít thôi học nhiều lên cái duma viết cta còn sai,2,làm_việc theo luật_pháp chứ đéo phải đăng bài lên đâu ngon thì văn_bản chứng_từ gửi cho hai bên sau đó lên cơ_quan giải_quyết dm lũ ruồi chỉ biết phát sáng ở đít thôi_học nhiều lên cái duma viết cta còn sai
ủa còn cái trách nhiệm làm cha đâu òi :))),0,ủa còn cái trách_nhiệm làm cha đâu òi :))
"DM...thèng assmin này...hỏi ngu méo chịu được...mày làm như muốn tập trận chung với QDNDVN dễ lắm vậy...mày hỏi 4 thằng đó ( Mĩ,Úc,Nhật,Phi ) coi tụi nó biết nói tiếng việt không mà tập chung...",2,"DM. . thèng assmin này .. hỏi ngu méo chịu được .. mày làm như muốn tập trận chung với QDNDVN dễ lắm vậy .. mày hỏi 4 thằng đó ( Mĩ , Úc , Nhật , Phi ) coi tụi nó biết nói tiếng việt không mà tập chung .."
"bọn vô loài đó ai mà dám làm j,xe mà vô đó tụi nó coi như rác đô j ngon nó luộc sạch,bọn cướp cạn",2,"bọn vô loài đó ai mà dám làm j , xe mà vô đó tụi nó coi như rác đô_j ngon nó luộc sạch , bọn cướp cạn"
Cũng tàm tạm,0,Cũng tàm tạm
"Fuck, đụ mẹ m hối lộ àk lol trọng tài",2,"Fuck , đụ mẹ m hối_lộ àk lol trọng_tài"
"Theo lẽ thường, đương nhiên phải bồi thường. Nhưng ở ta, CSGT làm việc theo “lẽ” của họ.",0,"Theo lẽ_thường , đương_nhiên phải bồi_thường . Nhưng ở ta , CSGT làm_việc theo “ lẽ ” của họ ."
m game đầu chơi jax game sau chơi kayn đúng k cu?,0,m game đầu chơi jax game sau chơi kayn đúng k cu ?
cánh cụt kìa. :)))),0,cánh cụt kìa . :))
giờ mới 2020 mà ông này đã kêu là 2022 tôi đã về vn rồi - tôi về 572 lê quang định. 5p45s .  lão này về bằng cỗ máy thời gian của doremon ak,0,giờ mới 2020 mà ông này đã kêu là 2022 tôi đã về vn rồi - tôi về 572 lê quang_định . 5 p45s . lão này về bằng cỗ máy thời_gian của doremon ak
loại này có bắt đi tù về xong nó lại ngựa quen đường cũ ấy mà,1,loại này có bắt đi tù về xong nó lại ngựa quen đường cũ ấy mà
"trình mình ko kinh bạn ơi , thấy bạn bợ đít nó vô lí quá :)))",1,"trình mình ko kinh bạn ơi , thấy bạn_bợ đít nó vô_lí quá :))"
ủa tưởng dỗi không chơi không live mà ?? ô thế là mõm à,1,ủa tưởng dỗi không chơi không live mà ? ?_ô thế_là mõm à
Tôi không hiểu sao,0,Tôi không hiểu sao
Loằng ngoằng thì được cái *éo gì mà ông thích loằng ngoằng thế. :/ lạ vl,1,Loằng_ngoằng thì được cái * éo gì mà ông thích loằng_ngoằng thế . : / lạ vl
chiến “sỹ” mới chịu,0,chiến “ sỹ ” mới chịu
tao binh nó đúng hay sai sống thì nhìn nhận đi ai sai thì chửi người đó đừng có kiểu đánh đồng theo nó thích ai việc của nó tự nhiên đéo làm gì chửi ngta xong rồi cmt như vậy,0,tao binh nó đúng hay sai sống thì nhìn_nhận đi ai sai thì chửi người đó đừng có kiểu đánh đồng theo nó thích ai việc của nó tự_nhiên đéo làm_gì chửi ngta xong rồi cmt như_vậy
"Lộc đánh đến thế là hay lắm rồi, chấp tận 1 cái tay",0,"Lộc đánh đến thế_là hay lắm rồi , chấp_tận 1 cái tay"
"mấy thằng zốt con thì v thôi ông, chúng nó đông vs nguy hiểm vcl ra :)) zốt cha xử lí lỗi, óc , hú hét như 1 thằng điên nói ra lại kêu làm content, đ có câu biện minh nào khác, thiểu năng vcl",2,"mấy thằng zốt con thì v thôi ông , chúng_nó đông_vs nguy_hiểm vcl ra :)) zốt_cha xử_lí lỗi , óc , hú_hét như 1 thằng điên nói ra lại kêu làm content , đ có câu biện_minh nào khác , thiểu_năng vcl"
"Bạn ko xứng đáng là 1 trận tài, mắt và não của bạn ở sau đít",1,"Bạn ko xứng_đáng là 1 trận tài , mắt và não của bạn ở sau đít"
Bạn nhớ lì xì !!!,0,Bạn nhớ lì_xì ! !
xin lỗi cái gì vậy 2 tỷ của thái ăn chưa đủ à,1,xin_lỗi cái gì vậy 2 tỷ của thái_ăn chưa đủ à
tiếng hét thất thanh trong đêm :))),0,tiếng hét thất_thanh trong đêm :))
đàng ông con trai zì mà nhục thế!. Bởi vậy không ngạc nhiên các cô lấy chồng nước ngoài,1,đàng ông con trai zì mà nhục thế ! . Bởi_vậy không ngạc_nhiên các cô lấy chồng nước_ngoài
Đm thằng ngu,2,Đm thằng ngu
có cái concac,1,có cái concac
Đi kiếm con linh nó đỏ sẫm do đánh chết mẹ nó đi rất um ho,2,Đi kiếm con linh nó đỏ_sẫm do đánh chết mẹ nó đi rất um_ho
"Đm nói ko phải xúc phạm chứ mấy ông càng càng phát ngôn đéo ra cái j, não mấy ông chỉ có tiền thôi ah, mấy ông ""giúp"" dân nhìu wá nhỉ, nói như đúng rồi",1,"Đm nói ko phải xúc_phạm chứ mấy ông càng càng phát_ngôn đéo ra cái j , não mấy ông chỉ có tiền thôi ah , mấy ông "" giúp "" dân nhìu wá_nhỉ , nói như đúng rồi"
"Thằng giòi bọ thận nguyễn.
Mày xạo để lừa đảo mọi người
Mày nên vào cầu tiêu công cộng chỗ mày đang làm tạp vụ , mày ăn hết cứt ở trong hầm cầu đi
Đúng là cái loại giòi bọ sống chật đất",2,"Thằng giòi bọ thận nguyễn . Mày xạo để lừa_đảo mọi người Mày nên vào cầu tiêu_công_cộng chỗ mày đang làm tạp_vụ , mày ăn hết cứt ở trong hầm cầu đi Đúng là cái loại giòi_bọ sống chật đất"
hhhh lại cái văn trẻ trâu Hôm bữa gặp tk y chang t tìm ra fb mẹ nó mét cho bị chưởi sml ra,1,hh lại cái văn_trẻ trâu Hôm bữa gặp tk y_chang t tìm ra fb mẹ nó mét cho bị chưởi sml ra
Dm trọng tài Dm trọng tài Dm trọng tài Dm trọng tài,2,Dm trọng_tài Dm trọng_tài Dm trọng_tài Dm_trọng_tài
Địt con mẹ mày bắt thế à,2,Địt con mẹ mày bắt thế à
Mẹ bố mấy thằng chó,2,Mẹ bố mấy thằng chó
Còn ở VietNam thì là cánh bứm,0,Còn ở VietNam thì là cánh bứm
Mù thì đừng làm trọng tài,1,Mù thì đừng làm trọng_tài
Học võ chính là học đạo. Học võ giúp rèn luyện con người hướng tới những điều tốt đẹp hơn chứ không đào tạo ra những con vật đội lốt người như thế này!,2,Học võ chính là học_đạo . Học võ giúp rèn_luyện con_người hướng tới những điều tốt_đẹp hơn chứ không đào_tạo ra những con vật đội lốt người như thế_này !
Minh Chí hahaha sao biết hay ta ơi,0,Minh_Chí_hahaha sao biết hay ta ơi
Ở 1 nơi khác,0,Ở 1 nơi khác
Hà Phạm=)),0,Hà Phạm_=))
Ai xem dc thì xem sao cứ phải toxic nhỉ,0,Ai xem dc thì xem sao cứ phải toxic nhỉ
Con Linh nó vẫn chứng nào tật nấy . Vì bản chất của nó là vậy. 😏,1,Con Linh nó vẫn chứng nào tật nấy . Vì bản_chất của nó là vậy . 😏
Rac nhu nhau toan may thang con cac 1 champ,2,Rac nhu nhau toan may_thang con cac 1 champ
rách win thế nồn nào được,1,rách win thế nồn nào được
Một tên huấn luyện viên. Ngu ngốc. Ông không có một cái ý tưởng gì đặc sắc khi dẫn dắt đội tuyển quốc gia Việt Nam. Ông lên nghỉ để người có năng lực hơn vào kế nhiệm. Từ khi ông ngồi ở chiếc ghế huấn luyện viên đội tuyển quốc gia Việt Nam. Liên tiếp t… Xem thêm,1,Một tên huấn_luyện_viên . Ngu_ngốc . Ông không có một cái ý_tưởng gì đặc_sắc khi dẫn_dắt đội_tuyển quốc_gia Việt_Nam . Ông lên nghỉ để người có năng_lực hơn vào kế_nhiệm . Từ khi ông ngồi ở chiếc ghế huấn_luyện_viên đội_tuyển quốc_gia Việt_Nam . Liên_tiếp t … Xem thêm
Nghe không thuyết phúc lắm nhưng có vẻ là hợp lý 😌,0,Nghe không thuyết_phúc lắm nhưng có_vẻ là hợp_lý 😌
"Ngoài ra bắn bỏ mẹ những thằng đeo biết lon j cũng đăng lung tung , khoá mõm lại",2,"Ngoài_ra bắn bỏ mẹ những thằng đeo biết lon_j cũng đăng lung_tung , khóa mõm lại"
Dậy mà múo :)),0,Dậy mà múo :))
Chết con đỉ mẹ thầy rồi Long Cua ơi,2,Chết con đỉ mẹ thầy rồi Long_Cua ơi
"rồi đóng phạt đóng tiền bãi để làm gì, người ta sai thì trả giá bằng hình thức phạt, còn mấy ông giữ thì phải bảo vệ tài sản của người ta chứ",0,"rồi đóng phạt đóng tiền bãi để làm_gì , người ta sai thì trả_giá bằng hình_thức phạt , còn mấy ông giữ thì phải bảo_vệ tài_sản của người ta chứ"
Xin lỗi con cặc xin là xong à đồ tồi đồ tồi này nên dẹp làm trọng tài đi về chăn vịt cho tao nhờ,2,Xin_lỗi con cặc xin là xong à đồ tồi_đồ tồi này nên dẹp làm trọng_tài đi về chăn vịt cho tao nhờ
Bắt cái đầu mấy con cờ hó tung tin tào lao đập cho phát,2,Bắt cái đầu mấy con cờ hó tung tin tào_lao đập cho phát
"Cút về nước, còn đòi trận cuối cùng ăn cứt à",1,"Cút về nước , còn đòi trận cuối_cùng ăn_cứt à"
Câm và cút,1,Câm và cút
Tiền có thể kiếm cả đời. Nhưng mạng mỗi người chỉ có 1. Hãy tự vì mình trước tiên đã!,0,Tiền có_thể kiếm cả đời . Nhưng mạng mỗi người chỉ có 1 . Hãy tự vì mình trước_tiên đã !
Trọng tài cái lồn mẹ mày bất công đéo chịu được,2,Trọng_tài cái lồn mẹ mày bất_công_đéo chịu được
Nguyễn Quang Minh Trê con vào sủa à. Thấy ngoài chắc t đá cuống họng cho khôn ra,1,Nguyễn_Quang_Minh Trê con vào sủa à . Thấy ngoài chắc t đá cuống_họng cho khôn ra
Ông chính là one a dog,1,Ông chính là one a dog
Chưa cút à,1,Chưa cút à
ồ thế là phải đăng stt chửi nhau vs rep cmt đúng khum ạ,0,ồ thế_là phải đăng_stt chửi nhau vs rep cmt đúng khum ạ
Nguyen Manh Vinh Cút con c,1,Nguyen Manh_Vinh Cút con c
ig ông là gì vậy,0,ig ông là gì vậy
Phục vụ giải trí : cả sư đoàn. Chứ đại đội nhỏ quá a ưi,0,Phục_vụ giải_trí : cả sư_đoàn . Chứ đại_đội nhỏ quá a ưi
"Dịp mẹ tui bây đi lũ phản động hại dân,hại nước.Trò củ cứ đêm ra diễn hoài,hết trò rồi hả.Để cho dân được sống yên với,người trong một nước mà cứ muốn làm hại nhau.",2,"Dịp mẹ tui bây đi lũ phản_động hại dân , hại nước . Trò củ cứ đêm ra diễn hoài , hết trò rồi hả . Để cho dân được sống yên với , người trong một nước mà cứ muốn làm hại nhau ."
Do Dat gill xô đi đâu thế,0,Do Dat gill xô đi đâu thế
"nó chửi đồng đội như con , tuy rằng feed lòi cuc mà bạn còn bợ đít nó đc thì mình nghĩ bạn vc nó tính hợp nhau đó :))",1,"nó chửi đồng_đội như con , tuy rằng feed lòi cuc mà bạn còn bợ đít nó đc thì mình nghĩ bạn vc nó tính_hợp nhau đó :))"
trọng tài chó chết,2,trọng_tài chó chết
Mẹ mày. Đang họp đấy bọn ngu,2,Mẹ mày . Đang họp đấy bọn ngu
Nó bảo có cái đb. tháo hết phụ tùng mới thay cũ,1,Nó bảo có cái đb . tháo hết phụ_tùng mới thay cũ
You have eyes? You should need var.. óc chó,1,You have eyes ? You should need var .._óc chó
Fuck you!,2,Fuck you !
Khóc cái đcmm,1,Khóc cái đcmm
Bú win up lên như 1 con chó dốt,2,Bú win up lên như 1 con chó dốt
"cho hỏi, cày thuê xuống rank vàng đánh ngu là do sai lane à anh. Em thấy anh đi đúng lane vẫn ngu mà anh. Cày thuê này hơi dảk nhỉ",1,"cho hỏi , cày thuê xuống rank vàng đánh ngu là do sai lane à anh . Em thấy anh đi đúng lane vẫn ngu mà anh . Cày thuê này hơi dảk nhỉ"
sao có giống loài súc vật như con chó Đạt này thế nhỉ Giống loài súc vật mất dạy vô văn hóa nghiệp súc,2,sao có giống loài súc_vật như con chó Đạt này thế nhỉ_Giống loài súc_vật mất_dạy vô_văn hóa_nghiệp súc
Đéo bắt đc thì cút,1,Đéo bắt_đc thì cút
Nghe thuyết phục nhưng lại rất thuyết phục :>>,0,Nghe thuyết_phục nhưng lại rất thuyết_phục : >>
Này thì lên cơ quan chức năng báo cáo để cơ quan điều tra trích xuất camera bắt đc ko mọi người,0,Này thì lên cơ_quan_chức_năng báo_cáo để cơ_quan điều_tra trích xuất_camera bắt đc_ko mọi người
Bắc kỳ thì chỉ đến thế thôi,2,Bắc_kỳ thì chỉ đến thế thôi
Ngta lớn ngta chua kêu tên mày thứ nhỏ mất dạy tao cũng bị gạt đây thấy LGBT dễ thương mua ủng hộ live nào tao cũng coi may đm mua ve xịt 3phút đéo nghe mùi j thu làm ăn gian dối ko tồn tại dc lâu đâu nhỏ hon ngta mà hổn láo,2,Ngta lớn ngta_chua kêu tên mày thứ nhỏ mất dạy tao cũng bị gạt đây thấy LGBT dễ_thương mua ủng_hộ live nào tao cũng coi may đm mua ve_xịt 3 phút đéo nghe mùi j thu làm_ăn gian_dối ko tồn_tại dc lâu đâu nhỏ_hon ngta mà hổn_láo
Cặc,1,Cặc
Sao mấy stt này ko thấy con chó DLV vào ẳng nhỉ?,2,Sao mấy stt này ko thấy con chó DLV vào ẳng nhỉ ?
Yêu Ông Trần Dần,0,Yêu Ông Trần_Dần
Quần gì ma nhìn vào thấy mất nết dễ sợ,1,Quần gì ma nhìn vào thấy mất_nết dễ sợ
Cứ bô bô cái mõm tốp mạnh nhất lm gì nó camp chết phải chăng m ns TOP phế nhất là gì còn lật đc,1,Cứ bô bô cái mõm tốp mạnh nhất lm gì nó camp chết phải chăng m ns TOP_phế nhất là gì còn lật đc
Khon nan thật,1,Khon_nan thật
Loại mày trước sau gì trời cũng đánh mày,2,Loại mày trước_sau gì trời cũng đánh mày
Con.   Quy.  Nãy. Cái.   Miệng.   Nó.  Thúi.  Quá.  Đồ.  Do.   Bán.,2,Con . Quy . Nãy . Cái . Miệng . Nó . Thúi . Quá . Đồ . Do . Bán .
Hai thằng mặt ng dạ thú tụi mày sẻ bị quả báo.,2,Hai thằng mặt_ng_dạ_thú tụi mày_sẻ bị quả báo .
thua nên cây,0,thua nên cây
"xl cái đm đánh chán xg xl,hảo:))",1,"xl cái đm đánh chán xg xl , hảo_:))"
Thg thầy cút về nước ngay,1,Thg thầy cút về nước ngay
mồm ác vậy,1,mồm ác vậy
địt cụ m thành lê nhé,2,địt cụ m thành lê nhé
Xin là xin vĩnh biệt cụ,0,Xin là xin vĩnh_biệt cụ
Anh Tuấn ban cho dừa,0,Anh_Tuấn ban cho dừa
Mày Bố láo ông băn mày bây giờ,2,Mày Bố_láo ông băn_mày bây_giờ
fake ít thôi,0,fake ít thôi
uong nuoc cam dii bac',0,uong nuoc cam_dii bac '
3 chục tuổi này gặp t chắc đái ra máu,1,3 chục tuổi này gặp t chắc đái ra máu
Nghỉ hè luôn,0,Nghỉ_hè luôn
thương ai k thương là thương thk SV thua con,2,thương ai k_thương là thương_thk SV thua con
Bọn này bắt được chặt tay chân rồi thả ra cho công an xử lý,2,Bọn này bắt được chặt tay_chân rồi thả ra cho công_an xử_lý
Sống chậm thôi ông ơi,0,Sống chậm thôi ông ơi
A chỉ muốn ăn cháo do chính tay em nấu..chứ ko thèm ăn xôi của bà bán xôi,0,A chỉ muốn ăn_cháo do chính tay em nấu .. chứ ko thèm ăn_xôi của bà bán xôi
Lũ pede xạo xự. Mới hơm qua chúng tâng nhau lên mây. Nay chúng siủa cắn nhau như chó tháng 7. Hahaaaaaaa,2,Lũ pede xạo xự . Mới hơm qua chúng tâng nhau lên mây . Nay chúng siủa cắn nhau như chó tháng 7 . Hahaa
ngu là phải chửi,1,ngu là phải chửi
